static_scale_mult,Li_scale_mult,Li_weight,static_weight,alpha,cv_MAE
0.5,0.5,0.0,1.0,9.999999999999999e-06,4.398409985738396
0.5,0.5,0.0,1.0,0.00021544346900318823,2.620203430487226
0.5,0.5,0.0,1.0,0.004641588833612777,2.1801613963477617
0.5,0.5,0.0,1.0,0.1,1.8601469262660433
0.5,0.5,0.0,1.0,2.154434690031882,2.066732037034713
0.5,0.5,0.0,1.0,46.41588833612773,2.559832358137653
0.5,0.5,0.0,1.0,1000.0,2.704166024401565
0.5,0.5,0.05,0.95,9.999999999999999e-06,2.210365091846457
0.5,0.5,0.05,0.95,0.00021544346900318823,2.1285903163229896
0.5,0.5,0.05,0.95,0.004641588833612777,2.0204132528931074
0.5,0.5,0.05,0.95,0.1,1.8265822709537884
0.5,0.5,0.05,0.95,2.154434690031882,2.0022609875230164
0.5,0.5,0.05,0.95,46.41588833612773,2.5457569364523165
0.5,0.5,0.05,0.95,1000.0,2.7033436400427884
0.5,0.5,0.1,0.9,9.999999999999999e-06,2.077734596138006
0.5,0.5,0.1,0.9,0.00021544346900318823,2.0124477997637333
0.5,0.5,0.1,0.9,0.004641588833612777,1.9530115912508694
0.5,0.5,0.1,0.9,0.1,1.808141574658956
0.5,0.5,0.1,0.9,2.154434690031882,1.9541846723670273
0.5,0.5,0.1,0.9,46.41588833612773,2.532283725137346
0.5,0.5,0.1,0.9,1000.0,2.7025231387905686
0.5,0.5,0.15000000000000002,0.85,9.999999999999999e-06,2.0164458957636873
0.5,0.5,0.15000000000000002,0.85,0.00021544346900318823,1.9563295312796194
0.5,0.5,0.15000000000000002,0.85,0.004641588833612777,1.9092210090381203
0.5,0.5,0.15000000000000002,0.85,0.1,1.790649921753075
0.5,0.5,0.15000000000000002,0.85,2.154434690031882,1.9163241588835156
0.5,0.5,0.15000000000000002,0.85,46.41588833612773,2.519280977339116
0.5,0.5,0.15000000000000002,0.85,1000.0,2.701704513925832
0.5,0.5,0.2,0.8,9.999999999999999e-06,1.975473592162513
0.5,0.5,0.2,0.8,0.00021544346900318823,1.9184835544968788
0.5,0.5,0.2,0.8,0.004641588833612777,1.8771799092863988
0.5,0.5,0.2,0.8,0.1,1.7744726732672467
0.5,0.5,0.2,0.8,2.154434690031882,1.8872147318717247
0.5,0.5,0.2,0.8,46.41588833612773,2.5067202661417767
0.5,0.5,0.2,0.8,1000.0,2.700887758766127
0.5,0.5,0.25,0.75,9.999999999999999e-06,1.941261975527123
0.5,0.5,0.25,0.75,0.00021544346900318823,1.8893329441392024
0.5,0.5,0.25,0.75,0.004641588833612777,1.8512075607552205
0.5,0.5,0.25,0.75,0.1,1.7592169180760493
0.5,0.5,0.25,0.75,2.154434690031882,1.8641163450190985
0.5,0.5,0.25,0.75,46.41588833612773,2.4947728120691677
0.5,0.5,0.25,0.75,1000.0,2.7000728666653693
0.5,0.5,0.30000000000000004,0.7,9.999999999999999e-06,1.9142638412461799
0.5,0.5,0.30000000000000004,0.7,0.00021544346900318823,1.8651651130188078
0.5,0.5,0.30000000000000004,0.7,0.004641588833612777,1.8285301678745984
0.5,0.5,0.30000000000000004,0.7,0.1,1.7451393259979424
0.5,0.5,0.30000000000000004,0.7,2.154434690031882,1.8439666269358095
0.5,0.5,0.30000000000000004,0.7,46.41588833612773,2.48373307543603
0.5,0.5,0.30000000000000004,0.7,1000.0,2.6992598310135953
0.5,0.5,0.35000000000000003,0.6499999999999999,9.999999999999999e-06,1.8899440301480253
0.5,0.5,0.35000000000000003,0.6499999999999999,0.00021544346900318823,1.8434525286010033
0.5,0.5,0.35000000000000003,0.6499999999999999,0.004641588833612777,1.808881296918474
0.5,0.5,0.35000000000000003,0.6499999999999999,0.1,1.7337351069285134
0.5,0.5,0.35000000000000003,0.6499999999999999,2.154434690031882,1.826577694462764
0.5,0.5,0.35000000000000003,0.6499999999999999,46.41588833612773,2.4734130686106885
0.5,0.5,0.35000000000000003,0.6499999999999999,1000.0,2.698448645236712
0.5,0.5,0.4,0.6,9.999999999999999e-06,1.8672668026524197
0.5,0.5,0.4,0.6,0.00021544346900318823,1.8235803485545745
0.5,0.5,0.4,0.6,0.004641588833612777,1.7915261836900207
0.5,0.5,0.4,0.6,0.1,1.723465061428899
0.5,0.5,0.4,0.6,2.154434690031882,1.8111662612163846
0.5,0.5,0.4,0.6,46.41588833612773,2.46358402268556
0.5,0.5,0.4,0.6,1000.0,2.6976393027962553
0.5,0.5,0.45,0.55,9.999999999999999e-06,1.8472397819324389
0.5,0.5,0.45,0.55,0.00021544346900318823,1.806262586342764
0.5,0.5,0.45,0.55,0.004641588833612777,1.7768092706503889
0.5,0.5,0.45,0.55,0.1,1.7146069659003071
0.5,0.5,0.45,0.55,2.154434690031882,1.7972869112734282
0.5,0.5,0.45,0.55,46.41588833612773,2.454077762366601
0.5,0.5,0.45,0.55,1000.0,2.696831797189141
0.5,0.5,0.5,0.5,9.999999999999999e-06,1.8302108470426302
0.5,0.5,0.5,0.5,0.00021544346900318823,1.7908203761938293
0.5,0.5,0.5,0.5,0.004641588833612777,1.7631616851776568
0.5,0.5,0.5,0.5,0.1,1.7060999848625475
0.5,0.5,0.5,0.5,2.154434690031882,1.7852814884563442
0.5,0.5,0.5,0.5,46.41588833612773,2.4448424029369002
0.5,0.5,0.5,0.5,1000.0,2.6960261219474306
0.5,0.5,0.55,0.44999999999999996,9.999999999999999e-06,1.8144719093484385
0.5,0.5,0.55,0.44999999999999996,0.00021544346900318823,1.7761597345043683
0.5,0.5,0.55,0.44999999999999996,0.004641588833612777,1.7504875782716693
0.5,0.5,0.55,0.44999999999999996,0.1,1.699151814815946
0.5,0.5,0.55,0.44999999999999996,2.154434690031882,1.7751184463322596
0.5,0.5,0.55,0.44999999999999996,46.41588833612773,2.435865458477899
0.5,0.5,0.55,0.44999999999999996,1000.0,2.6952222706380864
0.5,0.5,0.6000000000000001,0.3999999999999999,9.999999999999999e-06,1.799960294502665
0.5,0.5,0.6000000000000001,0.3999999999999999,0.00021544346900318823,1.762719288226296
0.5,0.5,0.6000000000000001,0.3999999999999999,0.004641588833612777,1.7385383164776562
0.5,0.5,0.6000000000000001,0.3999999999999999,0.1,1.6932864993765766
0.5,0.5,0.6000000000000001,0.3999999999999999,2.154434690031882,1.7665175050311666
0.5,0.5,0.6000000000000001,0.3999999999999999,46.41588833612773,2.4271353730281064
0.5,0.5,0.6000000000000001,0.3999999999999999,1000.0,2.6944202368627383
0.5,0.5,0.65,0.35,9.999999999999999e-06,1.7861078556244978
0.5,0.5,0.65,0.35,0.00021544346900318823,1.7509552035323201
0.5,0.5,0.65,0.35,0.004641588833612777,1.729816782217783
0.5,0.5,0.65,0.35,0.1,1.6878493599991236
0.5,0.5,0.65,0.35,2.154434690031882,1.7588012771079211
0.5,0.5,0.65,0.35,46.41588833612773,2.4186414330343284
0.5,0.5,0.65,0.35,1000.0,2.6936200142574447
0.5,0.5,0.7000000000000001,0.29999999999999993,9.999999999999999e-06,1.7745135617424013
0.5,0.5,0.7000000000000001,0.29999999999999993,0.00021544346900318823,1.740844573650696
0.5,0.5,0.7000000000000001,0.29999999999999993,0.004641588833612777,1.721443265241793
0.5,0.5,0.7000000000000001,0.29999999999999993,0.1,1.683242562974764
0.5,0.5,0.7000000000000001,0.29999999999999993,2.154434690031882,1.7517321567876807
0.5,0.5,0.7000000000000001,0.29999999999999993,46.41588833612773,2.4103736900371864
0.5,0.5,0.7000000000000001,0.29999999999999993,1000.0,2.6928215964924647
0.5,0.5,0.75,0.25,9.999999999999999e-06,1.7635381013182354
0.5,0.5,0.75,0.25,0.00021544346900318823,1.7323137567547335
0.5,0.5,0.75,0.25,0.004641588833612777,1.714770510864107
0.5,0.5,0.75,0.25,0.1,1.6795934219576822
0.5,0.5,0.75,0.25,2.154434690031882,1.7447266950462792
0.5,0.5,0.75,0.25,46.41588833612773,2.4023228922155093
0.5,0.5,0.75,0.25,1000.0,2.6920249772720184
0.5,0.5,0.8,0.19999999999999996,9.999999999999999e-06,1.7552822117567615
0.5,0.5,0.8,0.19999999999999996,0.00021544346900318823,1.7265399292653227
0.5,0.5,0.8,0.19999999999999996,0.004641588833612777,1.7126238267580631
0.5,0.5,0.8,0.19999999999999996,0.1,1.6773763588780848
0.5,0.5,0.8,0.19999999999999996,2.154434690031882,1.7380092327110195
0.5,0.5,0.8,0.19999999999999996,46.41588833612773,2.3944804236240165
0.5,0.5,0.8,0.19999999999999996,1000.0,2.6912301503340674
0.5,0.5,0.8500000000000001,0.1499999999999999,9.999999999999999e-06,1.7504942086654682
0.5,0.5,0.8500000000000001,0.1499999999999999,0.00021544346900318823,1.7272917246221549
0.5,0.5,0.8500000000000001,0.1499999999999999,0.004641588833612777,1.7160398825431558
0.5,0.5,0.8500000000000001,0.1499999999999999,0.1,1.6794188217548365
0.5,0.5,0.8500000000000001,0.1499999999999999,2.154434690031882,1.7311322294708218
0.5,0.5,0.8500000000000001,0.1499999999999999,46.41588833612773,2.3868382501332035
0.5,0.5,0.8500000000000001,0.1499999999999999,1000.0,2.6904371094500794
0.5,0.5,0.9,0.09999999999999998,9.999999999999999e-06,1.7567524166553583
0.5,0.5,0.9,0.09999999999999998,0.00021544346900318823,1.7397625682132185
0.5,0.5,0.9,0.09999999999999998,0.004641588833612777,1.7288894848294318
0.5,0.5,0.9,0.09999999999999998,0.1,1.6860368684832365
0.5,0.5,0.9,0.09999999999999998,2.154434690031882,1.7257450608737845
0.5,0.5,0.9,0.09999999999999998,46.41588833612773,2.3797538822277207
0.5,0.5,0.9,0.09999999999999998,1000.0,2.689645848424808
0.5,0.5,0.9500000000000001,0.04999999999999993,9.999999999999999e-06,1.7834071012759956
0.5,0.5,0.9500000000000001,0.04999999999999993,0.00021544346900318823,1.7758170001694946
0.5,0.5,0.9500000000000001,0.04999999999999993,0.004641588833612777,1.7624597113765985
0.5,0.5,0.9500000000000001,0.04999999999999993,0.1,1.6970907954204728
0.5,0.5,0.9500000000000001,0.04999999999999993,2.154434690031882,1.722133397391691
0.5,0.5,0.9500000000000001,0.04999999999999993,46.41588833612773,2.372881977532608
0.5,0.5,0.9500000000000001,0.04999999999999993,1000.0,2.688856361096062
0.5,0.5,1.0,0.0,9.999999999999999e-06,1.8956582183517257
0.5,0.5,1.0,0.0,0.00021544346900318823,1.8931958213330402
0.5,0.5,1.0,0.0,0.004641588833612777,1.867395340311222
0.5,0.5,1.0,0.0,0.1,1.7276598191131702
0.5,0.5,1.0,0.0,2.154434690031882,1.7205240994568172
0.5,0.5,1.0,0.0,46.41588833612773,2.366189423751769
0.5,0.5,1.0,0.0,1000.0,2.688068641334494
0.5,1.0,0.0,1.0,9.999999999999999e-06,4.398409985738396
0.5,1.0,0.0,1.0,0.00021544346900318823,2.620203430487226
0.5,1.0,0.0,1.0,0.004641588833612777,2.1801613963477617
0.5,1.0,0.0,1.0,0.1,1.8601469262660433
0.5,1.0,0.0,1.0,2.154434690031882,2.066732037034713
0.5,1.0,0.0,1.0,46.41588833612773,2.559832358137653
0.5,1.0,0.0,1.0,1000.0,2.704166024401565
0.5,1.0,0.05,0.95,9.999999999999999e-06,2.539517143751664
0.5,1.0,0.05,0.95,0.00021544346900318823,2.3482831507509196
0.5,1.0,0.05,0.95,0.004641588833612777,2.1192674267623715
0.5,1.0,0.05,0.95,0.1,1.8266383343173156
0.5,1.0,0.05,0.95,2.154434690031882,2.0262175461620684
0.5,1.0,0.05,0.95,46.41588833612773,2.5512458381479695
0.5,1.0,0.05,0.95,1000.0,2.703671731729986
0.5,1.0,0.1,0.9,9.999999999999999e-06,2.3881956709939844
0.5,1.0,0.1,0.9,0.00021544346900318823,2.2462664740478
0.5,1.0,0.1,0.9,0.004641588833612777,2.0708051402906635
0.5,1.0,0.1,0.9,0.1,1.8142470066478553
0.5,1.0,0.1,0.9,2.154434690031882,1.9964638009846878
0.5,1.0,0.1,0.9,46.41588833612773,2.543239481341909
0.5,1.0,0.1,0.9,1000.0,2.7031793530584975
0.5,1.0,0.15000000000000002,0.85,9.999999999999999e-06,2.292955607118543
0.5,1.0,0.15000000000000002,0.85,0.00021544346900318823,2.172828502400164
