split,representation,bin_width_THz,feature,bin_low_THz,bin_high_THz,bin_center_THz,n,transform,pearson_r,pearson_ci95_low,pearson_ci95_high,pearson_p_analytic,pearson_p_fdr,pearson_p_permutation,pearson_p_maxT,spearman_rho,spearman_ci95_low,spearman_ci95_high,spearman_p_analytic,spearman_p_fdr,spearman_p_permutation,spearman_p_maxT,mutual_information,mi_p_permutation,mi_p_maxT,distance_correlation,linear_cv_R2,spline_cv_R2,nonlinear_spline_gain_R2
train,conditional_li_shape,1.0,LiPDOS_000.00_001.00THz,0.0,1.0,0.5,214,none,-0.3698987125944451,-0.59110236,0.30598658,2.4247762855872517e-08,9.699105142349005e-08,0.0041991601679664,0.0447910417916416,0.1200969783053898,-0.025355114,0.26475742,0.0796144373457869,0.1990360933644673,0.0785842831433713,0.9542091581683664,0.0,1.0,1.0,0.3320802388912774,0.0505990211964417,-0.0565127200776127,-0.1071117412740545
test,conditional_li_shape,1.0,LiPDOS_000.00_001.00THz,0.0,1.0,0.5,48,none,-0.1123732435635699,-0.5307867,0.225607,0.4469941276962589,0.6423522005323915,0.4507098580283943,1.0,-0.2230785931393834,-0.48811185,0.054095503,0.1274907902176016,0.2749277409856003,0.1307738452309538,0.9848030393921215,0.0013396560761216,0.4590818363273453,1.0,0.3406624389877495,,,
train,conditional_li_shape,1.0,LiPDOS_001.00_002.00THz,1.0,2.0,1.5,214,none,-0.2571389472019355,-0.69790417,0.45145562,0.0001425242437907,0.0003887024830657,0.0095980803839232,0.0987802439512097,0.1101211922698984,-0.043510053,0.25529557,0.108188599032764,0.249665997767917,0.1019796040791841,0.9848030393921215,0.0634752277201977,0.0279441117764471,0.7345309381237525,0.3028667634682365,-0.4751958703186707,-0.6338050163256503,-0.1586091460069796
test,conditional_li_shape,1.0,LiPDOS_001.00_002.00THz,1.0,2.0,1.5,48,none,0.0712501536421767,-0.21638052,0.34466544,0.6303488823949442,0.7247055573131315,0.6484703059388123,1.0,0.0958532349109856,-0.17287256,0.36394185,0.516933022602115,0.6329792113495286,0.5252949410117976,1.0,0.0,1.0,1.0,0.2292588593238366,,,
train,conditional_li_shape,1.0,LiPDOS_002.00_003.00THz,2.0,3.0,2.5,214,none,-0.251372516620253,-0.5401175,0.13808952,0.0002027510079988,0.0005289156730404,0.0073985202959408,0.1023795240951809,0.0960385219379743,-0.05516287,0.23890351,0.1615336791521781,0.2810344068668177,0.1511697660467906,0.9994001199760048,0.0027624429167421,0.4590818363273453,1.0,0.2451375747446104,-0.002248243464914,-0.0151218256893281,-0.0128735822244141
test,conditional_li_shape,1.0,LiPDOS_002.00_003.00THz,2.0,3.0,2.5,48,none,0.3307226012207005,0.0977025,0.5506649,0.0216792042826961,0.0812970160601107,0.0221955608878224,0.5378924215156968,0.3345636126791142,0.08158649,0.5574802,0.0201122928427219,0.1508421963204145,0.0207958408318336,0.5340931813637273,0.0792522985118839,0.0778443113772455,0.9680638722554892,0.3905047634288938,,,
train,conditional_li_shape,1.0,LiPDOS_003.00_004.00THz,3.0,4.0,3.5,214,none,-0.2263726657855322,-0.61240226,0.25625336,0.0008512856388339,0.0018917458640753,0.007998400319936,0.125374925014997,-0.0571357726887296,-0.20313531,0.09253964,0.4056299203697676,0.5700684942413002,0.4081183763247351,1.0,0.04909819957546,0.0958083832335329,0.942115768463074,0.2737789056278893,-0.0777513193851493,-0.4536413486114521,-0.3758900292263027
test,conditional_li_shape,1.0,LiPDOS_003.00_004.00THz,3.0,4.0,3.5,48,none,0.1066646763120213,-0.17256013,0.38719603,0.470554384947857,0.6423522005323915,0.4743051389722055,1.0,0.140686061658706,-0.13569617,0.4140508,0.3402033246180642,0.4946543578159387,0.3297340531893621,1.0,0.0252661706086025,0.3233532934131736,1.0,0.2706483093518643,,,
train,conditional_li_shape,1.0,LiPDOS_004.00_005.00THz,4.0,5.0,4.5,214,none,0.016810315180024,-0.5502487,0.5614701,0.80685080290787,0.864483003115575,0.7516496700659868,1.0,0.0281341165882493,-0.1269733,0.18200049,0.6823656162724547,0.8188387395269456,0.6798640271945611,1.0,0.0577519964788764,0.0459081836327345,0.8383233532934131,0.3103416822568314,-0.3556333620179688,-1.142817151776676,-0.7871837897587073
test,conditional_li_shape,1.0,LiPDOS_004.00_005.00THz,4.0,5.0,4.5,48,none,0.0715781354128729,-0.23438375,0.34152532,0.6287714303100835,0.7247055573131315,0.6222755448910218,1.0,0.0796786799826313,-0.21831886,0.39636043,0.5903451790274301,0.6811675142624193,0.5990801839632074,1.0,0.0031573838498504,0.4471057884231537,1.0,0.2463171866580044,,,
