split,Family,n,MAE_static,MAE_Li_only,MAE_static_plus_Li,delta_MAE_static_plus_Li_minus_static,delta_MAE_Li_only_minus_static
official_test,Unknown,8,2.156302331272362,0.7757286151294787,1.1330685111709615,-1.0232338201014004,-1.3805737161428835
official_test,perovskites,6,3.1323983456310933,2.180076569420262,2.369996844342418,-0.7624015012886747,-0.9523217762108313
official_test,garnet,8,0.6234619413270878,1.8062321174988265,0.8886484893874285,0.2651865480603407,1.1827701761717386
