split,representation,bin_width_THz,feature,bin_low_THz,bin_high_THz,bin_center_THz,n,transform,pearson_r,pearson_ci95_low,pearson_ci95_high,pearson_p_analytic,pearson_p_fdr,pearson_p_permutation,pearson_p_maxT,spearman_rho,spearman_ci95_low,spearman_ci95_high,spearman_p_analytic,spearman_p_fdr,spearman_p_permutation,spearman_p_maxT,mutual_information,mi_p_permutation,mi_p_maxT,distance_correlation,linear_cv_R2,spline_cv_R2,nonlinear_spline_gain_R2
train,total_shape,1.0,totalDOS_000.00_001.00THz,0.0,1.0,0.5,214,none,0.1541517039459834,0.10218212,0.32817134,0.0241123046359823,0.0629016642677799,0.0253949210157968,0.5202959408118376,0.4038246551723739,0.28677505,0.5203526,8.45311285611222e-10,5.071867713667333e-09,0.0001999600079984,0.0001999600079984,0.2057679245446877,0.0019960079840319,0.0019960079840319,0.3234893353131644,-0.0017546046415219,-0.0926483003676401,-0.0908936957261181
train,total_shape,1.0,totalDOS_001.00_002.00THz,1.0,2.0,1.5,214,none,0.3654008923402441,0.27896205,0.47008136,3.6788230261684786e-08,4.414587631402174e-07,0.0001999600079984,0.0001999600079984,0.4674867472267246,0.3606043,0.57258505,5.121539657070899e-13,1.5364618971212693e-11,0.0001999600079984,0.0001999600079984,0.3466379477906698,0.0019960079840319,0.0019960079840319,0.4399016661812053,0.1102377369999469,0.1470615261563673,0.0368237891564203
train,total_shape,1.0,totalDOS_002.00_003.00THz,2.0,3.0,2.5,214,none,0.4479954509173789,0.34646732,0.5457658,5.841048342983863e-12,3.5046290057903175e-10,0.0001999600079984,0.0001999600079984,0.4548465891659707,0.34888917,0.5570038,2.526632211701931e-12,3.7899483175528965e-11,0.0001999600079984,0.0001999600079984,0.330604255331004,0.0019960079840319,0.0019960079840319,0.4501011920082929,0.1806425576530769,0.1623453569808058,-0.018297200672271
train,total_shape,1.0,totalDOS_003.00_004.00THz,3.0,4.0,3.5,214,none,0.272674597165187,0.1431299,0.40553018,5.290907586871975e-05,0.0002441957347787,0.0001999600079984,0.0083983203359328,0.3667367295678551,0.2540755,0.4763151,3.2526003298189354e-08,1.501200152224124e-07,0.0001999600079984,0.0001999600079984,0.1699923666125777,0.0019960079840319,0.0019960079840319,0.3770593345703071,0.0173256793064348,0.1456315906611655,0.1283059113547306
train,total_shape,1.0,totalDOS_004.00_005.00THz,4.0,5.0,4.5,214,none,0.1272495693966486,0.013753693,0.24083813,0.063146444207272,0.1403254315717156,0.0603879224155168,0.8210357928414317,0.2061755399132739,0.08512987,0.33009183,0.0024369998403857,0.0069628566868164,0.0031993601279744,0.0631873625274945,0.0258575387747916,0.2075848303393213,0.9900199600798404,0.2056146706675591,-0.0035068076744237,0.0197737067837194,0.0232805144581432
train,total_shape,1.0,totalDOS_005.00_006.00THz,5.0,6.0,5.5,214,none,0.2481627944907377,0.15044196,0.34856045,0.0002458265704818,0.0008676231899358,0.0001999600079984,0.043991201759648,0.3341025406522172,0.2122453,0.44544962,5.632947968791929e-07,2.253179187516772e-06,0.0001999600079984,0.0001999600079984,0.1742946219668626,0.0019960079840319,0.0019960079840319,0.314550924756254,0.0449044122535982,0.046611891931042,0.0017074796774438
train,total_shape,1.0,totalDOS_006.00_007.00THz,6.0,7.0,6.5,214,none,0.3265258035663254,0.22667624,0.4199759,1.04381172020985e-06,6.958744801399001e-06,0.0001999600079984,0.0013997200559888,0.3775518970376631,0.26301673,0.4852964,1.1754533337276866e-08,6.411563638514655e-08,0.0001999600079984,0.0001999600079984,0.1444915725015563,0.0019960079840319,0.0059880239520958,0.3385419750049936,0.0929931452113846,0.1469749332002441,0.0539817879888594
train,total_shape,1.0,totalDOS_007.00_008.00THz,7.0,8.0,7.5,214,none,0.3429469111091776,0.20485903,0.4696862,2.684305100972849e-07,2.684305100972848e-06,0.0001999600079984,0.0005998800239952,0.3700105629743723,0.24109131,0.4819286,2.3995748251035364e-08,1.199787412551768e-07,0.0001999600079984,0.0001999600079984,0.1135379049216198,0.0039920159680638,0.0239520958083832,0.3491680316193097,0.0936138885338405,0.1538081655625904,0.0601942770287499
train,total_shape,1.0,totalDOS_008.00_009.00THz,8.0,9.0,8.5,214,none,0.1470611611633357,0.007941038,0.29314148,0.0315216217206066,0.0777755917620369,0.0321935612877424,0.6164767046590682,0.1201050873904381,-0.014270146,0.24918717,0.0795939720371256,0.1447163127947739,0.0803839232153569,0.8504299140171966,0.0,1.0,1.0,0.1929127723934233,-0.0106573439551804,0.012554852577822,0.0232121965330025
train,total_shape,1.0,totalDOS_009.00_010.00THz,9.0,10.0,9.5,214,none,0.0920978962583753,-0.016669728,0.19936863,0.1795183057446188,0.3263969195356706,0.181363727254549,0.9946010797840432,0.1208328782001205,0.002360852,0.24440393,0.0777744325914188,0.1447163127947739,0.0731853629274145,0.8434313137372526,0.0270704891900832,0.2075848303393213,0.9900199600798404,0.1390436389880018,-0.0118170426721539,-0.0077160272526193,0.0041010154195346
