HSIC_Li,HSIC_total,difference_Li_minus_total,one_sided_permutation_p,null_ci95_low,null_ci95_high
0.1829373172306562,0.1347858629999489,0.0481514542307073,0.0005998800239952,-0.0179202904947462,0.0166069781686761
