Frequency_THz,Total_DOS
-1.7676875648983856,0.0
-1.6616263169206085,0.0
-1.5555650689428313,0.0
-1.4495038209650541,0.0
-1.343442572987277,0.0
-1.2373813250094998,0.0
-1.1313200770317227,0.0
-1.0252588290539455,0.0
-0.9191975810761683,0.0
-0.8131363330983912,0.0
-0.707075085120614,0.0
-0.6010138371428368,0.0
-0.4949525891650597,0.0
-0.3888913411872825,0.0
-0.28283009320950536,0.0
-0.1767688452317282,0.0
-0.07070759725395104,0.0
0.035353650723826124,0.0016161307965784112
0.1414148987016033,0.026340124218222516
0.24747614667938023,0.1311755256649873
0.3535373946571576,0.295910636283342
0.459598642634935,0.520806990122547
0.5656598906127119,0.8429250387259024
0.6717211385904889,1.2852988281929947
0.7777823865682663,1.9340043509969467
0.8838436345460436,3.14992105248047
0.9899048825238206,5.173301172853977
1.0959661305015975,6.851020945594187
1.202027378479375,8.466193786244741
1.3080886264571523,12.740951914813966
1.4141498744349292,13.459497765683167
1.5202111224127062,14.834896001471831
1.6262723703904836,9.394914619017566
1.732333618368261,15.620541521525505
1.8383948663460379,13.676822348458519
1.9444561143238148,12.636174908709492
2.0505173623015924,12.986481415983155
2.15657861027937,13.449710283407583
2.2626398582571463,16.22205489471196
2.3687011062349237,16.756533019150808
2.474762354212701,17.69649202814373
2.5808236021904785,18.6537874801872
2.686884850168256,18.399754792917687
2.7929460981460323,17.240115878238047
2.8990073461238097,14.606396456059509
3.005068594101587,16.939457790896107
3.1111298420793636,18.78153661636087
3.217191090057141,10.769456526213443
3.3232523380349184,12.757706928178248
3.4293135860126958,10.697994790594308
3.535374833990473,5.90467541996917
3.6414360819682496,5.193611989050854
3.747497329946027,10.633874917398629
3.8535585779238044,11.11273969124663
3.959619825901581,3.4681705431257717
4.065681073879358,4.036323379630556
4.171742321857136,10.553752356090788
4.277803569834913,8.170045150682487
4.38386481781269,8.724261272793251
4.489926065790467,5.4211327633626585
4.595987313768244,9.117409888342348
4.702048561746022,5.641078144141965
4.808109809723798,7.763742047563152
4.914171057701576,9.788419858402845
5.020232305679353,10.330403625423974
5.12629355365713,10.124095011425105
5.232354801634908,12.218169386361525
5.338416049612684,14.840670715495895
5.444477297590462,7.107733217695145
5.550538545568239,9.44525324479885
5.6565997935460155,7.022355915293071
5.762661041523793,7.810989290681042
5.86872228950157,2.5990347745583886
5.974783537479348,2.4996354691662703
6.080844785457125,9.868003894505755
6.1869060334349015,17.07140967841552
6.292967281412678,15.93597641162684
6.399028529390455,16.20576256210131
6.505089777368233,18.04764901736345
6.61115102534601,23.3945359774437
6.717212273323788,11.560192332139458
6.823273521301565,22.220146543481523
6.929334769279342,13.431325907216715
7.03539601725712,14.570641395839438
7.141457265234897,15.513595469362189
7.247518513212673,19.934225523475316
7.35357976119045,11.323311126164038
7.4596410091682275,8.698868423654439
7.565702257146005,14.44419393401969
7.671763505123782,15.726650931516913
7.77782475310156,13.294662565192706
7.883886001079337,13.94676299369611
7.989947249057113,11.34443185848413
8.09600849703489,6.581848464789426
8.202069745012667,9.24566133178862
8.308130992990444,4.436519457573333
8.414192240968221,4.6916715389259736
8.520253488945999,16.01911837995952
8.626314736923776,13.569146435868545
8.732375984901553,10.80884819121772
8.83843723287933,15.204015243873654
8.944498480857106,13.531522237576242
9.050559728834884,6.8529472866658825
9.156620976812661,13.34258955400356
9.262682224790439,7.707426569010457
9.368743472768216,16.64417770786404
9.474804720745993,8.029885766054441
9.58086596872377,7.370159988074948
