Frequency_THz,Total_DOS
-52.01614950338163,0.0
-48.89518057643661,0.0
-45.77421164949159,0.0
-42.65324272254657,0.0
-39.532273795601554,0.0
-36.411304868656536,0.0
-33.29033594171152,0.0
-30.1693670147665,0.0
-27.048398087821482,0.0
-23.927429160876464,0.0
-20.806460233931446,0.0
-17.685491306986428,0.0
-14.56452238004141,0.0
-11.443553453096392,0.0
-8.322584526151374,0.0
-5.201615599206356,0.0
-2.080646672261338,0.0
1.0403222546836801,5.878300958794966
4.161291181628698,21.97120317863061
7.282260108573716,14.663598133956013
10.403229035518734,1.1451844217159213
13.524197962463745,0.0
16.64516688940877,8.377373442739936
19.766135816353795,0.0
22.887104743298806,0.0
26.008073670243817,0.0
29.129042597188842,0.0
32.25001152413387,0.0
35.37098045107888,0.0
38.49194937802389,0.0
41.612918304968915,0.0
44.73388723191394,0.0
47.85485615885895,0.0
50.97582508580396,0.0
54.09679401274899,0.0
57.21776293969401,0.0
60.33873186663902,0.0
63.459700793584034,0.0
66.58066972052906,0.0
69.70163864747408,0.0
72.8226075744191,0.0
75.9435765013641,0.0
79.06454542830912,0.0
82.18551435525416,0.0
85.30648328219917,0.0
88.42745220914418,0.0
91.54842113608922,0.0
94.66939006303423,0.0
97.79035898997924,0.0
100.91132791692425,0.0
104.03229684386926,0.0
107.1532657708143,0.0
110.27423469775931,0.0
113.39520362470432,0.0
116.51617255164936,0.0
119.63714147859437,0.0
122.75811040553938,0.0
125.8790793324844,0.0
129.0000482594294,0.0
132.12101718637444,0.0
135.24198611331946,0.0
138.36295504026447,0.0
141.4839239672095,0.0
144.60489289415452,0.0
147.72586182109953,0.0
150.84683074804454,0.0
153.96779967498955,0.0
157.0887686019346,0.0
160.2097375288796,0.0
163.3307064558246,0.0
166.45167538276965,0.0
169.57264430971466,0.0
172.69361323665967,0.0
175.81458216360468,0.0
178.9355510905497,0.0
182.05652001749473,0.0
185.17748894443974,0.0
188.29845787138476,0.0
191.4194267983298,0.0
194.5403957252748,0.0
197.66136465221982,0.0
200.78233357916483,0.0
203.90330250610984,0.0
207.02427143305485,0.0
210.14524035999986,0.0
213.26620928694493,0.0
216.38717821388994,0.0
219.50814714083495,0.0
222.62911606777996,0.0
225.75008499472497,0.0
228.87105392166998,0.0
231.992022848615,0.0
235.11299177556006,0.0
238.23396070250507,0.0
241.35492962945008,0.0
244.4758985563951,0.0
247.5968674833401,0.0
250.71783641028512,0.0
253.83880533723013,0.0
256.95977426417517,0.0
260.0807431911202,0.0
263.2017121180652,0.0
266.3226810450102,0.0
269.4436499719552,0.0
272.5646188989002,0.0
275.68558782584523,0.0
278.80655675279024,0.0
281.92752567973525,0.0
285.0484946066804,0.0
288.1694635336254,0.0
291.2904324605704,0.0
294.4114013875154,0.0
297.5323703144604,0.0
300.65333924140543,0.0
303.77430816835044,0.0
306.89527709529546,0.0
310.01624602224047,0.0
313.1372149491855,0.0
316.2581838761305,0.0
319.3791528030755,0.0
322.5001217300205,0.0
325.6210906569655,0.0
328.74205958391053,0.0
331.86302851085554,0.0
334.98399743780067,0.0
338.1049663647457,0.0
341.2259352916907,0.0
344.3469042186357,0.0
347.4678731455807,0.0
350.5888420725257,0.0
353.70981099947073,0.0
356.83077992641574,0.0
359.95174885336075,0.0
363.07271778030577,0.0
366.1936867072508,0.0
369.3146556341958,0.0
372.4356245611408,0.0
375.5565934880858,0.0
378.6775624150308,0.0
381.79853134197583,0.0
384.91950026892096,0.0
388.04046919586597,0.0
391.161438122811,0.0
394.282407049756,0.0
397.403375976701,0.0
400.524344903646,0.0
403.645313830591,0.0
406.76628275753603,0.0
409.88725168448104,0.0
413.00822061142605,0.0
416.12918953837107,0.0
419.2501584653161,0.0
422.3711273922611,0.0
425.4920963192061,0.0
428.6130652461511,0.0
431.7340341730961,0.0
434.85500310004124,0.0
437.97597202698626,0.0
441.09694095393127,0.0
444.2179098808763,0.0
447.3388788078213,0.0
450.4598477347663,0.0
453.5808166617113,0.0
456.7017855886563,0.0
459.82275451560133,0.0
462.94372344254634,0.0
466.06469236949135,0.0
469.18566129643636,0.0
472.3066302233814,0.0
475.4275991503265,0.0
478.5485680772715,0.0
481.6695370042165,0.0
484.79050593116153,0.0
487.91147485810654,0.0
491.03244378505156,0.0
494.15341271199657,0.0
497.2743816389416,0.0
500.3953505658866,0.0
503.5163194928316,0.0
506.6372884197766,0.0
509.7582573467216,0.0
512.8792262736666,0.0
516.0001952006116,0.0
519.1211641275567,0.0
522.2421330545018,0.0
525.3631019814468,0.0
528.4840709083918,0.0
531.6050398353368,0.0
534.7260087622818,0.0
537.8469776892268,0.0
540.9679466161718,0.0
544.0889155431169,0.0
547.2098844700619,0.0
550.3308533970069,0.0
553.4518223239519,0.0
556.5727912508969,0.0
559.6937601778419,0.0
562.8147291047869,0.0
565.9356980317319,0.0
569.0566669586769,0.0
572.177635885622,0.0
