scale_mult,weights,alpha,cv_MAE,cv_MAE_sd,model,search_scope
0.5,"(1.0,)",9.999999999999999e-06,4.947916815982827,2.318944334471248,static_rbf,outer_fold_5
0.5,"(1.0,)",0.00021544346900318823,2.347768625281326,0.311055044793975,static_rbf,outer_fold_5
0.5,"(1.0,)",0.004641588833612777,1.9894632373080836,0.26702491884513013,static_rbf,outer_fold_5
0.5,"(1.0,)",0.1,1.9524284022140053,0.3150270481658323,static_rbf,outer_fold_5
0.5,"(1.0,)",2.154434690031882,2.3010285648354447,0.3035117162878367,static_rbf,outer_fold_5
0.5,"(1.0,)",46.41588833612773,2.659916850439754,0.6070925938056668,static_rbf,outer_fold_5
0.5,"(1.0,)",1000.0,2.7407485935907263,0.7077182703323808,static_rbf,outer_fold_5
1.0,"(1.0,)",9.999999999999999e-06,6.180764671954802,1.0581335112344696,static_rbf,outer_fold_5
1.0,"(1.0,)",0.00021544346900318823,3.1326120611831585,0.3728132914711914,static_rbf,outer_fold_5
1.0,"(1.0,)",0.004641588833612777,1.984007438928356,0.213306656380655,static_rbf,outer_fold_5
1.0,"(1.0,)",0.1,2.0305190517954994,0.3368802290134333,static_rbf,outer_fold_5
1.0,"(1.0,)",2.154434690031882,2.3656780330078386,0.24500540192393835,static_rbf,outer_fold_5
1.0,"(1.0,)",46.41588833612773,2.685965599340147,0.6491423869512655,static_rbf,outer_fold_5
1.0,"(1.0,)",1000.0,2.7431196836002227,0.7101153157464695,static_rbf,outer_fold_5
2.0,"(1.0,)",9.999999999999999e-06,7.245808845550071,2.37267350121033,static_rbf,outer_fold_5
2.0,"(1.0,)",0.00021544346900318823,3.468413138308296,0.9719681718988379,static_rbf,outer_fold_5
2.0,"(1.0,)",0.004641588833612777,2.4135712659083026,0.3044484440809264,static_rbf,outer_fold_5
2.0,"(1.0,)",0.1,2.2609885493962865,0.3895746398598969,static_rbf,outer_fold_5
2.0,"(1.0,)",2.154434690031882,2.5038888779062125,0.4291398044669169,static_rbf,outer_fold_5
2.0,"(1.0,)",46.41588833612773,2.7234143987372486,0.6972247053653866,static_rbf,outer_fold_5
2.0,"(1.0,)",1000.0,2.7452137499007536,0.7125813928092705,static_rbf,outer_fold_5
4.0,"(1.0,)",9.999999999999999e-06,7.9389022650927155,3.9513234702407583,static_rbf,outer_fold_5
4.0,"(1.0,)",0.00021544346900318823,3.8001480259981957,1.0630017719981069,static_rbf,outer_fold_5
4.0,"(1.0,)",0.004641588833612777,2.4717173576635743,0.5248438797279367,static_rbf,outer_fold_5
4.0,"(1.0,)",0.1,2.373099203938846,0.3707206751362794,static_rbf,outer_fold_5
