Frequency_THz,Lithium_PDOS
-1.6632997047746207,0.0
-1.5588365352790376,0.0
-1.4543733657834546,0.0
-1.3499101962878715,0.0
-1.2454470267922884,0.0
-1.1409838572967053,0.0
-1.0365206878011222,0.0
-0.9320575183055391,0.0
-0.827594348809956,0.0
-0.7231311793143729,0.0
-0.6186680098187898,0.0
-0.5142048403232067,0.0
-0.4097416708276236,0.0
-0.3052785013320405,0.0
-0.2008153318364574,0.0
-0.09635216234087429,0.0
0.008111007154708805,0.0
0.1125741766502919,0.0038449517277358656
0.217037346145875,0.017352999723723426
0.3215005156414581,0.04193789204839326
0.4259636851370412,0.0949456593895197
0.5304268546326241,0.7742565341237992
0.6348900241282074,2.7626156471343015
0.7393531936237907,1.2320640346640983
0.8438163631193736,0.5138391623493167
0.9482795326149565,0.8577070957141748
1.0527427021105398,0.9727366727223808
1.157205871606123,2.3275969949470317
1.261669041101706,1.948213618222874
1.3661322105972888,1.4548835808977483
1.4705953800928722,1.7841264307976274
1.5750585495884555,1.239841236875185
1.6795217190840384,1.3099020148702714
1.7839848885796212,1.7673482628324513
1.8884480580752045,1.8742377122070863
1.9929112275707879,2.176133739071679
2.0973743970663707,1.690997885366129
2.2018375665619536,2.5489259874895343
2.306300736057537,3.610529913843923
2.4107639055531203,3.5214743247082376
2.515227075048703,4.448413998466233
2.619690244544286,3.9396376377073787
2.724153414039869,3.8623659406161663
2.8286165835354526,3.738691629646596
2.9330797530310355,3.450683540207332
3.0375429225266184,3.5937885249684998
3.142006092022202,4.591494046264965
3.246469261517785,3.26531950945634
3.350932431013368,3.718981534476356
3.455395600508951,3.4251830728423065
3.5598587700045337,6.433218434465174
3.6643219395001174,8.246537676667112
3.7687851089957003,11.465025833992282
3.873248278491283,4.23272559198509
3.977711447986867,5.88158830846528
4.082174617482449,4.238758495728641
4.186637786978032,3.931783042180622
4.291100956473615,7.125785387338831
4.395564125969198,4.866510029514536
4.500027295464783,5.400620746789466
4.6044904649603655,6.203677740797913
4.708953634455948,7.663143082520881
4.813416803951531,3.81205362202361
4.917879973447114,4.439201392402477
5.022343142942697,3.1359368838056767
5.12680631243828,5.70241757645157
5.231269481933863,6.3013523247974375
5.335732651429447,6.154879624125869
5.44019582092503,6.658853760105763
5.544658990420613,7.4975912520496255
5.649122159916196,5.862324533948376
5.753585329411779,4.3750773028148995
5.858048498907362,5.431170964813553
5.962511668402945,2.225652405847632
6.0669748378985275,4.396340938045922
6.171438007394112,4.734993766734295
