Frequency_THz,Total_DOS
-1.2080525536263758,0.0
-1.130987915193268,0.0
-1.0539232767601603,0.0
-0.9768586383270526,0.0
-0.8997939998939448,0.0
-0.8227293614608371,0.0
-0.7456647230277293,0.0
-0.6686000845946216,0.0
-0.5915354461615139,0.0
-0.5144708077284061,0.0
-0.4374061692952984,0.0
-0.3603415308621907,0.0
-0.28327689242908294,0.0
-0.2062122539959752,0.0
-0.12914761556286747,0.0
-0.05208297712975973,0.0
0.024981661303348,0.0
0.10204629973645574,0.028371599688549288
0.17911093816956347,0.07084407164658306
0.2561755766026712,0.1518149755746989
0.33324021503577894,0.25890877296736203
0.4103048534688867,0.39136754273575214
0.4873694919019944,0.543309516212161
0.5644341303351021,0.7298323129354778
0.6414987687682099,0.9443972243036157
0.7185634072013176,1.1899273977007923
0.7956280456344254,1.4727486564110766
0.8726926840675331,1.811339857083795
0.9497573225006408,2.1956057552819463
1.0268219609337486,2.6646775634125737
1.1038865993668563,3.5803247322268485
1.180951237799964,3.9193909124476574
1.2580158762330718,5.546026916604273
1.3350805146661795,4.760245663859257
1.4121451530992872,6.697614389093604
1.489209791532395,7.280248655621016
1.5662744299655027,6.962835152317189
1.6433390683986104,7.297955955975047
1.7204037068317182,8.426483839398296
1.797468345264826,8.444717176026806
1.8745329836979336,7.540286018359589
1.9515976221310414,7.055713644137605
2.028662260564149,6.960127782625281
2.105726898997257,5.733155894832162
2.1827915374303646,7.9076176450643025
2.2598561758634723,9.918015075184348
2.33692081429658,13.221896292323517
2.413985452729688,19.997368151681297
2.4910500911627955,22.2417797707313
2.5681147295959033,22.37899859899967
2.645179368029011,21.194595453591486
2.7222440064621187,22.121783133262014
2.7993086448952265,22.725007220117583
2.8763732833283338,24.598525778739457
2.953437921761442,20.412005589694353
3.03050256019455,20.857416652738326
3.1075671986276574,20.84431067174557
3.1846318370607647,16.03245615495381
3.261696475493873,22.125531507468878
3.338761113926981,21.19897702350706
3.4158257523600883,17.02447813088097
3.4928903907931956,24.28905616513623
3.569955029226304,25.298412105084104
3.647019667659412,29.21127239190649
3.7240843060925193,32.099385621075534
3.8011489445256266,36.1437061988317
3.8782135829587348,31.880667841023165
3.955278221391843,28.931957619316545
4.032342859824951,24.029520835153622
4.109407498258058,24.54106419807206
4.186472136691165,26.38433054018024
4.263536775124274,31.284189347099478
4.340601413557382,31.43630968934019
4.417666051990489,30.510523280966893
4.494730690423596,30.17269910355921
4.571795328856705,22.55231607114833
4.6488599672898125,29.015393011088992
4.72592460572292,26.428429568712524
4.802989244156027,24.99688320190513
4.880053882589136,23.610768360903446
4.9571185210222435,24.03630842444747
5.034183159455351,24.357785642187913
5.111247797888458,25.370720410423445
5.188312436321567,25.987685804801664
5.265377074754674,27.674569669224354
5.342441713187782,23.64092994015177
5.419506351620889,19.745562881683334
5.496570990053998,19.46445814518855
5.573635628487105,22.346392587196956
5.650700266920213,15.68192863057396
5.72776490535332,10.743292167481316
5.804829543786429,8.562400604469627
5.881894182219536,8.222152831534444
5.958958820652644,18.091347108793464
6.036023459085751,13.51575630330545
6.11308809751886,19.282379106843884
6.190152735951967,23.411605806896336
6.2672173743850745,26.29095087437295
6.344282012818182,24.35861303394432
6.421346651251291,21.000900797540055
6.498411289684398,29.346520228087787
6.5754759281175055,26.136492340274653
6.652540566550613,12.551311186497795
6.729605204983722,12.133661050841056
6.806669843416829,16.836820420508626
6.883734481849936,20.652172916868377
6.960799120283044,12.40157880936574
7.037863758716153,16.181938216544246
7.11492839714926,17.745533032978845
7.191993035582367,16.01480190506511
7.269057674015476,18.156008127135745
7.346122312448584,13.911376564808913
7.423186950881691,15.113519549205792
7.500251589314798,19.107062746030554
7.577316227747906,16.952249537807585
7.654380866181015,18.945910496154497
7.731445504614122,17.99264189105086
7.808510143047229,9.776911330285781
7.885574781480338,14.941305337170558
7.962639419913446,11.378847596260151
8.039704058346553,8.645896575810687
8.11676869677966,13.304917806045971
8.193833335212767,14.37598332633251
8.270897973645877,8.008456066936372
8.347962612078984,11.263816861737277
8.425027250512091,8.036929078450617
8.5020918889452,12.16676616286416
8.579156527378307,13.128364527089593
8.656221165811415,12.564273773984473
8.733285804244522,14.035400798940248
8.81035044267763,11.943670019665221
8.887415081110738,9.905134888018024
8.964479719543846,13.03551260351413
9.041544357976953,12.337956386353662
9.118608996410062,9.745000999361297
9.19567363484317,9.093338183249488
9.272738273276277,9.972236541018352
9.349802911709384,7.3821490346627625
9.426867550142491,11.786914998237602
9.5039321885756,9.645435163381258
9.580996827008708,9.94517893513558
9.658061465441815,10.356254550339726
