Frequency_THz,Lithium_PDOS
-1.7517208098611987,0.0
-1.6466175667590197,0.0
-1.5415143236568407,0.0
-1.4364110805546617,0.0
-1.3313078374524827,0.0
-1.2262045943503037,0.0
-1.1211013512481247,0.0
-1.0159981081459457,0.0
-0.9108948650437667,0.0
-0.8057916219415877,0.0
-0.7006883788394087,0.0
-0.5955851357372297,0.0
-0.4904818926350507,0.0
-0.3853786495328717,0.0
-0.2802754064306927,0.0
-0.1751721633285137,0.0
-0.07006892022633471,0.0
0.03503432287584429,0.00022277521456915428
0.1401375659780233,0.003563515909513483
0.2452408090802023,0.018404319305235933
0.3503440521823813,0.04164031123784971
0.4554472952845603,0.07408928582675794
0.5605505383867393,0.12408778871386238
0.6656537814889183,0.20905281568522102
0.7707570245910973,0.6271419220236315
0.8758602676932763,1.3174366504816202
0.9809635107954553,1.2447593108266155
1.0860667538976343,1.3601559558282525
1.1911699969998133,1.3713589710565972
1.2962732401019923,1.4188112992620951
1.4013764832041713,1.9069626276890275
1.5064797263063503,2.226589361159702
1.6115829694085293,1.5337363300726314
1.7166862125107083,2.2464116689812488
1.8217894556128873,1.7998393980579077
1.9268926987150663,2.538342000441301
2.0319959418172453,2.4117512489542743
2.1370991849194243,3.7696886290101808
2.2422024280216033,2.716040479832088
2.3473056711237823,3.318017429003004
2.4524089142259613,4.054547080935917
2.5575121573281403,4.216513764589851
2.6626154004303193,3.684017128146763
2.7677186435324983,4.229072721131457
2.8728218866346773,3.9090362967528787
2.9779251297368563,3.9699869188259496
3.0830283728390353,3.9301262480062373
3.1881316159412143,2.971406432776466
3.2932348590433933,3.56863400356757
3.3983381021455723,4.5415659387123934
3.5034413452477513,4.8076720028617475
3.6085445883499303,5.4395952608971285
3.7136478314521093,4.376405048094507
3.8187510745542883,5.169612903292
3.9238543176564673,5.660214090864328
4.028957560758647,5.658814471501872
4.134060803860825,2.380317162891852
4.239164046963005,9.407044857415023
4.344267290065183,5.059033356888403
4.449370533167363,5.910181325442814
4.554473776269541,5.686012130708233
4.659577019371721,8.315165235847623
4.764680262473899,7.569768890251724
4.869783505576079,6.168121777685568
4.974886748678257,6.175166580101132
5.079989991780437,8.118796470798205
5.185093234882615,5.22319852785007
5.290196477984795,4.563102810944685
5.395299721086973,4.443454559263254
5.500402964189153,6.340588338306064
5.605506207291331,4.824594487067269
5.710609450393511,4.842362115703831
5.815712693495689,5.7502113776497685
5.920815936597869,2.540531639362312
6.025919179700047,6.415959289458397
6.131022422802227,3.973358468487311
6.236125665904405,3.7842045195794065
6.341228909006583,7.343679682304685
6.446332152108763,7.6001551518145
6.551435395210943,6.430953183885035
6.656538638313121,3.7520957046809444
6.761641881415299,4.524929002062225
6.866745124517479,5.922287682730894
6.971848367619659,5.058347362332808
7.076951610721837,5.7185103347579185
7.182054853824015,6.538948482009502
7.287158096926195,5.137304147715856
7.392261340028375,5.9498156061588325
7.497364583130553,4.439618417356479
7.602467826232731,4.793974468114422
7.707571069334911,4.328061762232293
7.812674312437091,5.239263500960946
7.917777555539269,3.9608338586352705
8.022880798641447,1.335808388988187
8.127984041743627,4.297784916419799
8.233087284845807,9.898822497018694
8.338190527947985,12.6210492730376
8.443293771050163,3.618396262968913
8.548397014152343,5.507199590803122
8.653500257254523,5.988706682571785
8.7586035003567,0.6944991453491447
8.863706743458879,7.123032342959843
8.968809986561059,9.419921189602531
9.073913229663239,9.27686772180149
9.179016472765417,8.439100836799415
9.284119715867595,15.587052279117435
9.389222958969775,8.452060412700417
9.494326202071955,3.5397837799069016
9.599429445174133,7.596798499430674
9.704532688276311,8.365892991512965
9.80963593137849,12.206563303483541
9.91473917448067,6.149576150726518
10.019842417582849,8.472362864359892
10.124945660685027,13.652209805137026
10.230048903787207,6.213823132718741
10.335152146889387,11.518858811418703
10.440255389991565,7.055525056603449
10.545358633093743,8.335534903004516
10.650461876195923,6.256856529961218
10.755565119298103,7.810628187568605
10.86066836240028,9.370961049729695
10.965771605502459,11.364090419677144
11.070874848604639,8.378045064539736
11.175978091706819,9.053295704325016
11.281081334808997,10.766926058690437
11.386184577911175,0.25711765640930895
11.491287821013355,12.600938719864866
11.596391064115535,22.065730229174758
11.701494307217713,5.112367729889433
11.806597550319891,10.00977887719374
11.91170079342207,0.0
12.01680403652425,3.8625551980058583
12.121907279626429,7.59941156753292
12.227010522728607,6.1506300901982875
12.332113765830787,1.7557013359717604
12.437217008932967,13.25545972714762
12.542320252035145,6.509057681673488
12.647423495137323,0.9024739514669946
12.752526738239503,3.6295245108649663
12.857629981341683,5.21712813087858
12.962733224443861,2.5125996973261135
13.067836467546039,5.27189729516418
13.172939710648219,5.742969266351074
13.278042953750399,0.0
13.383146196852577,0.0
13.488249439954755,0.0
13.593352683056935,12.550368046812626
13.698455926159115,8.149398804288978
13.803559169261293,1.9878603108141286
13.908662412363471,0.0
14.013765655465651,7.699603275426783
14.11886889856783,0.0
14.223972141670009,0.0
14.329075384772187,0.0
14.434178627874365,0.0
14.539281870976547,0.0
14.644385114078725,0.0
14.749488357180903,0.0
14.854591600283085,0.0
14.959694843385263,0.0
15.064798086487441,0.0
15.169901329589619,0.0
15.275004572691797,0.0
15.380107815793979,0.13044651540623137
15.485211058896157,0.19970475950654124
15.590314301998335,0.0
15.695417545100517,0.0
15.800520788202695,0.9435504278810312
15.905624031304873,0.0
16.010727274407053,0.0
16.11583051750923,0.34562314408130135
16.220933760611413,0.0
16.32603700371359,0.24915752087122142
16.43114024681577,0.529397603338055
16.53624348991795,0.37459455618456505
16.64134673302013,0.025353648924594397
16.746449976122307,0.04011979458256862
16.851553219224485,0.06664084756768453
16.956656462326663,0.11524563258481764
17.061759705428845,0.24126231310320745
17.166862948531023,0.42312997062114555
17.2719661916332,0.5036344037995606
17.377069434735382,0.0
17.48217267783756,0.2954491402303769
17.58727592093974,0.0
17.692379164041917,0.0
17.797482407144095,0.0
17.902585650246277,0.0
18.007688893348455,0.0
18.112792136450633,0.0
18.217895379552814,0.0
18.322998622654993,0.0
18.42810186575717,0.0
18.53320510885935,0.0
18.638308351961527,0.0
18.74341159506371,0.0
18.848514838165887,0.0
18.953618081268065,0.0
19.058721324370246,0.0
19.163824567472425,0.0
19.268927810574603,0.0
